罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,オートバイ盗,麹町,麹町四丁目交番,131016,東京都,千代田区,紀尾井町,2022/7/19,12,道路上,その他,キーあり,なし,自動二輪（50cc超）,千代田区紀尾井町,35.681411,139.73495, 麹町警察署 麹町四丁目交番,35.6835474,139.7380421
窃盗,オートバイ盗,月島,勝どき橋交番,131024,東京都,中央区,勝どき２丁目,2022/11/17,20,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）,中央区勝どき２丁目,35.658107,139.779061, 月島警察署 勝どき橋交番,35.6604606,139.7768646
窃盗,オートバイ盗,月島,晴海三丁目交番,131024,東京都,中央区,晴海３丁目,2022/2/1,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）,中央区晴海３丁目,35.655037,139.778983, 月島警察署 晴海三丁目交番,35.6557004,139.7818254
窃盗,オートバイ盗,愛宕,新橋駅前交番,131032,東京都,港区,新橋２丁目,2022/11/2,17,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）,港区新橋２丁目,35.6668663,139.7574154, 愛宕警察署 新橋駅前交番,35.6667614,139.7576673
窃盗,オートバイ盗,愛宕,浜松町交番,131032,東京都,港区,浜松町２丁目,2022/11/12,22,その他,駐車（輪）場,キーなし,なし,なし,港区浜松町２丁目,35.6548423,139.7564095, 愛宕警察署 浜松町交番,35.653373349999995,139.7544692760219
窃盗,オートバイ盗,三田,亀塚公園前交番,131032,東京都,港区,三田３丁目,2021/10/17,14,道路上,その他,キーなし,なし,自動二輪（50cc超）,港区三田３丁目,35.6439554,139.743205, 三田警察署 亀塚公園前交番,,
窃盗,オートバイ盗,三田,芝四丁目交番,131032,東京都,港区,芝４丁目,2022/7/12,22,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）,港区芝４丁目,35.6483485,139.7511363, 三田警察署 芝四丁目交番,35.64908135,139.75267435004596
窃盗,オートバイ盗,高輪,品川駅港南口交番,131032,東京都,港区,港南３丁目,2022/5/22,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）,港区港南３丁目,35.6336992,139.751088, 高輪警察署 品川駅港南口交番,,
窃盗,オートバイ盗,麻布,西麻布交番,131032,東京都,港区,西麻布２丁目,2022/1/21,7,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,港区西麻布２丁目,35.661876,139.7206181, 麻布警察署 西麻布交番,35.659572,139.723771
窃盗,オートバイ盗,赤坂,表参道交番,131032,東京都,港区,南青山２丁目,2022/6/8,16,駐車（輪）場,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）,港区南青山２丁目,35.6672683,139.7222596, 赤坂警察署 表参道交番,35.66546,139.712355
窃盗,オートバイ盗,赤坂,赤坂見附交番,131032,東京都,港区,元赤坂１丁目,2022/2/1,0,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）,港区元赤坂１丁目,35.6774657,139.7344476, 赤坂警察署 赤坂見附交番,35.67768365,139.7366189
窃盗,オートバイ盗,東京湾岸,お台場海浜公園駅前交番,131032,東京都,港区,台場１丁目,2022/6/27,11,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,港区台場１丁目,35.6308488,139.7783151, 東京湾岸警察署 お台場海浜公園駅前交番,,
窃盗,オートバイ盗,東京湾岸,大田市場前交番,131113,東京都,大田区,城南島４丁目,2022/2/2,14,道路上,その他,キーあり,なし,自動二輪（50cc超）,大田区城南島４丁目,35.5801953,139.7835293, 東京湾岸警察署 大田市場前交番,35.5786287,139.7578468
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場３丁目,2022/10/9,17,駐車（輪）場,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）,江東区新木場３丁目,35.635637,139.835057, 東京湾岸警察署 新木場駅前交番,35.6457077,139.8259728
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/9/6,8,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）,江東区夢の島３丁目,35.651447,139.833841, 東京湾岸警察署 新木場駅前交番,35.6457077,139.8259728
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/9/11,10,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）,江東区夢の島３丁目,35.651447,139.833841, 東京湾岸警察署 新木場駅前交番,35.6457077,139.8259728
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/9/11,10,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）,江東区夢の島３丁目,35.651447,139.833841, 東京湾岸警察署 新木場駅前交番,35.6457077,139.8259728
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/9/11,14,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）,江東区夢の島３丁目,35.651447,139.833841, 東京湾岸警察署 新木場駅前交番,35.6457077,139.8259728
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/9/12,21,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）,江東区夢の島３丁目,35.651447,139.833841, 東京湾岸警察署 新木場駅前交番,35.6457077,139.8259728
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/10/9,17,駐車（輪）場,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）,江東区夢の島３丁目,35.651447,139.833841, 東京湾岸警察署 新木場駅前交番,35.6457077,139.8259728
窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,夢の島３丁目,2022/12/10,15,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）,江東区夢の島３丁目,35.651447,139.833841, 東京湾岸警察署 新木場駅前交番,35.6457077,139.8259728
窃盗,オートバイ盗,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳２丁目,2022/11/26,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,江東区辰巳２丁目,35.6499996,139.8154971, 東京湾岸警察署 辰巳交番,35.649427,139.8116273
窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,有明４丁目,2022/1/19,12,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）,江東区有明４丁目,35.620798,139.792118, 東京湾岸警察署 都橋交番,,
窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2021/12/27,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）,江東区東雲２丁目,35.640503,139.802348, 東京湾岸警察署 都橋交番,,
窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2022/7/7,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,江東区東雲２丁目,35.640503,139.802348, 東京湾岸警察署 都橋交番,,
窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,東雲２丁目,2022/8/9,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,江東区東雲２丁目,35.640503,139.802348, 東京湾岸警察署 都橋交番,,
窃盗,オートバイ盗,品川,三ツ木交番,131091,東京都,品川区,西品川３丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,品川区西品川３丁目,35.6159707,139.7266759, 品川警察署 三ツ木交番,,
窃盗,オートバイ盗,品川,天王洲交番,131091,東京都,品川区,東品川４丁目,2022/3/13,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,品川区東品川４丁目,35.6095108,139.7486177, 品川警察署 天王洲交番,35.622105,139.750548
窃盗,オートバイ盗,品川,御殿山交番,131091,東京都,品川区,北品川５丁目,2022/5/11,14,道路上,その他,キーあり,なし,自動二輪（50cc超）,品川区北品川５丁目,35.6214881,139.7326747, 品川警察署 御殿山交番,35.6231877,139.7351861
窃盗,オートバイ盗,品川,青物横丁駅前交番,131091,東京都,品川区,南品川５丁目,2022/9/20,16,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）,品川区南品川５丁目,35.6098825,139.7409412, 品川警察署 青物横丁駅前交番,,
窃盗,オートバイ盗,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2020/8/2,0,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）,品川区八潮５丁目,35.6012413,139.7525901, 大井警察署 八潮団地交番,,
窃盗,オートバイ盗,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/6/5,22,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）,品川区八潮５丁目,35.6012413,139.7525901, 大井警察署 八潮団地交番,,
窃盗,オートバイ盗,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2022/6/11,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）,品川区八潮５丁目,35.6012413,139.7525901, 大井警察署 八潮団地交番,,
窃盗,オートバイ盗,大井,大井町駅前交番,131091,東京都,品川区,東大井５丁目,2022/5/8,15,道路上,その他,キーなし,あり,自動二輪（50cc超）,品川区東大井５丁目,35.6064611,139.7370252, 大井警察署 大井町駅前交番,35.606158,139.734639
窃盗,オートバイ盗,大崎,五反田駅前交番,131091,東京都,品川区,西五反田２丁目,2022/1/18,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）,品川区西五反田２丁目,35.6264319,139.721628, 大崎警察署 五反田駅前交番,,
窃盗,オートバイ盗,荏原,武蔵小山交番,131091,東京都,品川区,小山２丁目,2021/11/30,14,その他,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）,品川区小山２丁目,35.6209387,139.7088419, 荏原警察署 武蔵小山交番,35.6196516,139.7029386
窃盗,オートバイ盗,大森,大森西交番,131113,東京都,大田区,大森西２丁目,2022/4/25,16,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）,大田区大森西２丁目,35.5772208,139.7308977, 大森警察署 大森西交番,35.56984625,139.7234714109598
窃盗,オートバイ盗,大森,大森西交番,131113,東京都,大田区,大森西５丁目,2022/5/21,18,その他,その他,キーなし,あり,自動二輪（50cc超）,大田区大森西５丁目,35.5707404,139.7280103, 大森警察署 大森西交番,35.56984625,139.7234714109598
窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2022/4/2,8,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,あり,自動二輪（50cc超）,大田区大森北１丁目,35.5872258,139.7296974, 大森警察署 大森駅前交番,35.588659,139.7286341
窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2022/7/7,23,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）,大田区大森北１丁目,35.5872258,139.7296974, 大森警察署 大森駅前交番,35.588659,139.7286341
窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2022/9/12,22,道路上,その他,キーあり,なし,自動二輪（50cc超）,大田区大森北１丁目,35.5872258,139.7296974, 大森警察署 大森駅前交番,35.588659,139.7286341
窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2022/9/29,5,その他,その他,キーなし,なし,自動二輪（50cc超）,大田区大森北１丁目,35.5872258,139.7296974, 大森警察署 大森駅前交番,35.588659,139.7286341
窃盗,オートバイ盗,大森,山王交番,131113,東京都,大田区,山王３丁目,2022/1/25,7,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区山王３丁目,35.5840651,139.7228846, 大森警察署 山王交番,35.59114,139.7261355
窃盗,オートバイ盗,大森,山王交番,131113,東京都,大田区,山王３丁目,2022/9/29,20,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）,大田区山王３丁目,35.5840651,139.7228846, 大森警察署 山王交番,35.59114,139.7261355
窃盗,オートバイ盗,大森,森ケ崎交番,131113,東京都,大田区,大森東３丁目,2022/9/20,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）,大田区大森東３丁目,35.5718399,139.7404423, 大森警察署 森ケ崎交番,35.5636528,139.7443903363457
窃盗,オートバイ盗,大森,森ケ崎交番,131113,東京都,大田区,大森南２丁目,2022/6/19,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区大森南２丁目,35.5624942,139.7437254, 大森警察署 森ケ崎交番,35.5636528,139.7443903363457
窃盗,オートバイ盗,大森,谷戸交番,131113,東京都,大田区,大森中２丁目,2022/9/21,14,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）,大田区大森中２丁目,35.5674546,139.7328544, 大森警察署 谷戸交番,35.5689439,139.7297196
窃盗,オートバイ盗,大森,谷戸交番,131113,東京都,大田区,大森西３丁目,2022/5/27,19,一戸建住宅,その他,キーなし,なし,原動機付自転車（50cc以下）,大田区大森西３丁目,35.5734358,139.7295043, 大森警察署 谷戸交番,35.5689439,139.7297196
窃盗,オートバイ盗,蒲田,京急蒲田駅前交番,131113,東京都,大田区,蒲田３丁目,2020/6/1,18,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）,大田区蒲田３丁目,35.563415,139.7240902, 蒲田警察署 京急蒲田駅前交番,35.5613565,139.7241575
窃盗,オートバイ盗,蒲田,京急蒲田駅前交番,131113,東京都,大田区,東蒲田２丁目,2022/11/20,13,道路上,その他,キーあり,なし,自動二輪（50cc超）,大田区東蒲田２丁目,35.5618091,139.7280009, 蒲田警察署 京急蒲田駅前交番,35.5613565,139.7241575
窃盗,オートバイ盗,蒲田,大鳥居交番,131113,東京都,大田区,羽田３丁目,2022/1/3,12,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）,大田区羽田３丁目,35.5463758,139.7451845, 蒲田警察署 大鳥居交番,35.55216325,139.74082654388621
窃盗,オートバイ盗,蒲田,大鳥居交番,131113,東京都,大田区,羽田３丁目,2022/8/19,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区羽田３丁目,35.5463758,139.7451845, 蒲田警察署 大鳥居交番,35.55216325,139.74082654388621
窃盗,オートバイ盗,蒲田,日の出通交番,131113,東京都,大田区,西糀谷４丁目,2022/5/24,18,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）,大田区西糀谷４丁目,35.5549236,139.7309165, 蒲田警察署 日の出通交番,,
窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,本羽田１丁目,2022/5/4,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）,大田区本羽田１丁目,35.546668249999996,139.7279890059889, 蒲田警察署 本羽田交番,35.5482983,139.7297345
窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,本羽田２丁目,2020/12/15,17,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区本羽田２丁目,35.54532475,139.73190075082107, 蒲田警察署 本羽田交番,35.5482983,139.7297345
窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,本羽田２丁目,2022/3/14,19,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）,大田区本羽田２丁目,35.54532475,139.73190075082107, 蒲田警察署 本羽田交番,35.5482983,139.7297345
窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,仲六郷４丁目,2022/5/23,1,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区仲六郷４丁目,35.5408738,139.7080185, 蒲田警察署 東六郷交番,35.5456479,139.7131334
窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,仲六郷４丁目,2022/7/27,20,その他,その他,キーなし,なし,自動二輪（50cc超）,大田区仲六郷４丁目,35.5408738,139.7080185, 蒲田警察署 東六郷交番,35.5456479,139.7131334
窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/7/31,17,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）,大田区南六郷２丁目,35.5450085,139.7207683, 蒲田警察署 東六郷交番,35.5456479,139.7131334
窃盗,オートバイ盗,蒲田,東六郷交番,131113,東京都,大田区,南六郷２丁目,2022/11/7,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区南六郷２丁目,35.5450085,139.7207683, 蒲田警察署 東六郷交番,35.5456479,139.7131334
窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2022/1/12,20,その他,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）,大田区蒲田５丁目,35.5618058,139.7189189, 蒲田警察署 蒲田駅東口交番,35.562722,139.716692
窃盗,オートバイ盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田本町１丁目,2022/12/12,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）,大田区蒲田本町１丁目,35.5574407,139.7157338, 蒲田警察署 蒲田駅東口交番,35.562722,139.716692
窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2022/9/29,13,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）,大田区西蒲田５丁目,35.5657823,139.7152604, 蒲田警察署 蒲田駅西口交番,35.562417,139.715525
窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田５丁目,2022/12/7,20,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）,大田区西蒲田５丁目,35.5657823,139.7152604, 蒲田警察署 蒲田駅西口交番,35.562417,139.715525
窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2022/10/8,23,道路上,その他,キーなし,なし,自動二輪（50cc超）,大田区西蒲田７丁目,35.5629644,139.7128102, 蒲田警察署 蒲田駅西口交番,35.562417,139.715525
窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田７丁目,2022/10/11,10,道路上,その他,キーなし,なし,自動二輪（50cc超）,大田区西蒲田７丁目,35.5629644,139.7128102, 蒲田警察署 蒲田駅西口交番,35.562417,139.715525
窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,東蒲田１丁目,2022/10/26,16,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）,大田区東蒲田１丁目,35.564963,139.7295392, 蒲田警察署 蒲田駅西口交番,35.562417,139.715525
窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2022/5/5,15,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）,大田区西六郷１丁目,35.5540846,139.7081995, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷１丁目,2022/9/15,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）,大田区西六郷１丁目,35.5540846,139.7081995, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷３丁目,2022/2/3,17,道路上,その他,キーあり,なし,自動二輪（50cc超）,大田区西六郷３丁目,35.5463823,139.7046187, 蒲田警察署 西六郷交番,35.5493615,139.7070035
窃盗,オートバイ盗,蒲田,西蒲田交番,131113,東京都,大田区,大森西７丁目,2022/9/10,3,その他,その他,キーなし,なし,原動機付自転車（50cc以下）,大田区大森西７丁目,35.5699451,139.7217058, 蒲田警察署 西蒲田交番,35.569527,139.716525
窃盗,オートバイ盗,蒲田,西蒲田交番,131113,東京都,大田区,西蒲田４丁目,2022/12/10,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区西蒲田４丁目,35.5687964,139.7156762, 蒲田警察署 西蒲田交番,35.569527,139.716525
窃盗,オートバイ盗,蒲田,雑色交番,131113,東京都,大田区,仲六郷２丁目,2022/1/15,21,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区仲六郷２丁目,35.5506444,139.7138462, 蒲田警察署 雑色交番,35.5489801,139.7156342
窃盗,オートバイ盗,池上,ガス橋交番,131113,東京都,大田区,下丸子４丁目,2022/8/6,1,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）,大田区下丸子４丁目,35.5692895,139.6795025, 池上警察署 ガス橋交番,,
窃盗,オートバイ盗,池上,ガス橋交番,131113,東京都,大田区,矢口２丁目,2022/6/5,14,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）,大田区矢口２丁目,35.5628837,139.6932717, 池上警察署 ガス橋交番,,
窃盗,オートバイ盗,池上,ガス橋交番,131113,東京都,大田区,矢口２丁目,2022/11/25,18,道路上,その他,キーあり,なし,自動二輪（50cc超）,大田区矢口２丁目,35.5628837,139.6932717, 池上警察署 ガス橋交番,,
窃盗,オートバイ盗,池上,市野倉交番,131113,東京都,大田区,中央６丁目,2022/4/9,0,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）,大田区中央６丁目,35.5778655,139.7129966, 池上警察署 市野倉交番,35.579239799999996,139.71330022233897
窃盗,オートバイ盗,池上,市野倉交番,131113,東京都,大田区,中央７丁目,2021/12/30,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区中央７丁目,35.5758759,139.7152913, 池上警察署 市野倉交番,35.579239799999996,139.71330022233897
窃盗,オートバイ盗,池上,市野倉交番,131113,東京都,大田区,中央７丁目,2022/11/25,6,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）,大田区中央７丁目,35.5758759,139.7152913, 池上警察署 市野倉交番,35.579239799999996,139.71330022233897
窃盗,オートバイ盗,池上,池上駅前交番,131113,東京都,大田区,池上６丁目,2022/8/16,8,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）,大田区池上６丁目,35.5699844,139.7041842, 池上警察署 池上駅前交番,,
窃盗,オートバイ盗,池上,蓮沼交番,131113,東京都,大田区,西蒲田３丁目,2022/5/29,17,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区西蒲田３丁目,35.5678812,139.7089773, 池上警察署 蓮沼交番,35.564591,139.7087723
窃盗,オートバイ盗,池上,蓮沼交番,131113,東京都,大田区,西蒲田６丁目,2022/10/10,16,道路上,その他,キーなし,なし,自動二輪（50cc超）,大田区西蒲田６丁目,35.5660037,139.7104713, 池上警察署 蓮沼交番,35.564591,139.7087723
窃盗,オートバイ盗,池上,西馬込交番,131113,東京都,大田区,西馬込１丁目,2022/5/7,16,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）,大田区西馬込１丁目,35.5905554,139.7055039, 池上警察署 西馬込交番,35.5869344,139.7057815
窃盗,オートバイ盗,池上,西馬込交番,131113,東京都,大田区,西馬込２丁目,2022/7/14,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区西馬込２丁目,35.5866467,139.7042312, 池上警察署 西馬込交番,35.5869344,139.7057815
窃盗,オートバイ盗,池上,西馬込交番,131113,東京都,大田区,南馬込１丁目,2021/12/24,7,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,大田区南馬込１丁目,35.5917638,139.7139837, 池上警察署 西馬込交番,35.5869344,139.7057815
窃盗,オートバイ盗,東京空港,第３ターミナル交番,131113,東京都,大田区,羽田空港３丁目,2022/5/24,8,その他,その他,キーあり,なし,自動二輪（50cc超）,大田区羽田空港３丁目,35.5440559,139.786874, 東京空港警察署 第３ターミナル交番,,
窃盗,オートバイ盗,世田谷,三宿交番,131121,東京都,世田谷区,下馬２丁目,2022/8/1,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）,世田谷区下馬２丁目,35.6410628,139.6762383, 世田谷警察署 三宿交番,35.6451493,139.6792414
窃盗,オートバイ盗,世田谷,下馬四丁目交番,131121,東京都,世田谷区,下馬５丁目,2022/3/5,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）,世田谷区下馬５丁目,35.6362813,139.6830967, 世田谷警察署 下馬四丁目交番,35.6359561,139.6789311
