罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,自動販売機ねらい,成城,成城交番,131121,東京都,世田谷区,成城２丁目,2022-10-29,9,その他,その他,あり,世田谷区成城２丁目,35.6381898,139.5990215, 成城警察署 成城交番,35.64046,139.599171
窃盗,自動販売機ねらい,成城,給田交番,131121,東京都,世田谷区,給田５丁目,2022-08-10,14,その他,その他,あり,世田谷区給田５丁目,35.6726341,139.586678, 成城警察署 給田交番,35.6681445,139.5925523
窃盗,自動販売機ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,恵比寿西１丁目,2022-12-02,18,道路上,その他,あり,渋谷区恵比寿西１丁目,35.6477196,139.7061852, 渋谷警察署 恵比寿駅前交番,35.6475396,139.70942886236617
窃盗,自動販売機ねらい,原宿,代々木二丁目交番,131130,東京都,渋谷区,代々木２丁目,2022-07-05,16,道路上,その他,あり,渋谷区代々木２丁目,35.6855225,139.6990827, 原宿警察署 代々木二丁目交番,35.687096,139.696633
窃盗,自動販売機ねらい,原宿,代々木駅前交番,131130,東京都,渋谷区,千駄ヶ谷３丁目,2022-07-06,13,その他,その他,あり,渋谷区千駄ヶ谷３丁目,35.6758403,139.7065137, 原宿警察署 代々木駅前交番,35.6827276,139.7019822
窃盗,自動販売機ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2022-02-28,12,駐車（輪）場,駐車（輪）場,あり,渋谷区笹塚１丁目,35.6735852,139.6684438, 代々木警察署 笹塚交番,35.6746433,139.6673055
窃盗,自動販売機ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚１丁目,2022-09-01,6,その他,その他,あり,渋谷区笹塚１丁目,35.6735852,139.6684438, 代々木警察署 笹塚交番,35.6746433,139.6673055
窃盗,自動販売機ねらい,代々木,笹塚交番,131130,東京都,渋谷区,笹塚２丁目,2022-04-14,1,駐車（輪）場,駐車（輪）場,あり,渋谷区笹塚２丁目,35.6751474,139.6673173, 代々木警察署 笹塚交番,35.6746433,139.6673055
窃盗,自動販売機ねらい,牛込,神楽坂上交番,131041,東京都,新宿区,神楽坂６丁目,2021-10-29,9,その他,その他,あり,新宿区神楽坂６丁目,35.7030581,139.7373444, 牛込警察署 神楽坂上交番,35.7025329,139.7383316
窃盗,自動販売機ねらい,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2022-03-11,6,その他,その他,あり,新宿区歌舞伎町２丁目,35.696554,139.7043747, 新宿警察署 歌舞伎町交番,35.696151,139.701632
窃盗,自動販売機ねらい,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2022-08-12,15,その他,その他,あり,新宿区百人町２丁目,35.703008,139.6992999, 新宿警察署 百人町交番,35.7014352,139.6994381
窃盗,自動販売機ねらい,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場１丁目,2022-08-09,14,その他,その他,あり,新宿区高田馬場１丁目,35.7109696,139.7069778, 戸塚警察署 高田馬場駅前交番,35.7129424,139.7042877
窃盗,自動販売機ねらい,四谷,信濃町交番,131041,東京都,新宿区,信濃町,2022-01-15,2,その他,その他,あり,新宿区信濃町,35.6821925,139.7200911, 四谷警察署 信濃町交番,35.6805275,139.7190411
窃盗,自動販売機ねらい,四谷,大京町交番,131041,東京都,新宿区,大京町,2021-12-28,13,駐車（輪）場,駐車（輪）場,あり,新宿区大京町,35.6838591,139.7171366, 四谷警察署 大京町交番,35.6831578,139.7157749
窃盗,自動販売機ねらい,野方,沼袋交番,131148,東京都,中野区,新井４丁目,2021-12-21,10,道路上,その他,あり,中野区新井４丁目,35.7165567,139.666817, 野方警察署 沼袋交番,,
窃盗,自動販売機ねらい,野方,野方一丁目交番,131148,東京都,中野区,野方２丁目,2022-02-22,9,道路上,その他,あり,中野区野方２丁目,35.714636,139.6567789, 野方警察署 野方一丁目交番,35.7113334,139.65422
窃盗,自動販売機ねらい,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2022-07-13,10,その他,その他,あり,杉並区方南１丁目,35.6763698,139.6618053, 高井戸警察署 泉南交番,35.6755147,139.6581937
窃盗,自動販売機ねらい,荻窪,善福寺交番,131156,東京都,杉並区,善福寺１丁目,2022-08-02,14,その他,その他,あり,杉並区善福寺１丁目,35.7130832,139.5974699, 荻窪警察署 善福寺交番,35.7168246,139.5966223
窃盗,自動販売機ねらい,大塚,茗荷谷駅前交番,131059,東京都,文京区,小日向２丁目,2022-06-30,4,駐車（輪）場,駐車（輪）場,なし,文京区小日向２丁目,35.7125627,139.7340533, 大塚警察署 茗荷谷駅前交番,35.71806855,139.73664902716214
窃盗,自動販売機ねらい,駒込,上富士前交番,131059,東京都,文京区,本駒込２丁目,2021-11-03,9,その他,その他,あり,文京区本駒込２丁目,35.728664,139.7483723, 駒込警察署 上富士前交番,35.732313,139.7496294
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,北大塚２丁目,2021-10-29,9,その他,その他,あり,豊島区北大塚２丁目,35.7335129,139.7283429, 巣鴨警察署 大塚駅前交番,35.7312559,139.7292769
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚２丁目,2022-11-09,19,駐車（輪）場,駐車（輪）場,あり,豊島区南大塚２丁目,35.7278932,139.7314261, 巣鴨警察署 大塚駅前交番,35.7312559,139.7292769
窃盗,自動販売機ねらい,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2022-09-03,17,その他,その他,あり,豊島区南大塚３丁目,35.7290603,139.7274953, 巣鴨警察署 大塚駅前交番,35.7312559,139.7292769
窃盗,自動販売機ねらい,巣鴨,巣鴨新田交番,131164,東京都,豊島区,上池袋１丁目,2021-11-03,9,その他,その他,あり,豊島区上池袋１丁目,35.7360145,139.7224313, 巣鴨警察署 巣鴨新田交番,35.7363851,139.7250942
窃盗,自動販売機ねらい,巣鴨,巣鴨駅前交番,131164,東京都,豊島区,巣鴨３丁目,2022-01-04,20,その他,その他,あり,豊島区巣鴨３丁目,35.7341105,139.7353515, 巣鴨警察署 巣鴨駅前交番,35.7336573,139.7388378
窃盗,自動販売機ねらい,池袋,池袋駅西口交番,131164,東京都,豊島区,西池袋１丁目,2022-08-09,17,その他,その他,あり,豊島区西池袋１丁目,35.7301653,139.709385, 池袋警察署 池袋駅西口交番,,
窃盗,自動販売機ねらい,目白,千登世橋交番,131164,東京都,豊島区,高田３丁目,2022-03-28,18,その他,その他,あり,豊島区高田３丁目,35.7153067,139.7085871, 目白警察署 千登世橋交番,35.7187458,139.7141937
窃盗,自動販売機ねらい,滝野川,中里交番,131172,東京都,北区,中里２丁目,2022-06-17,12,その他,その他,あり,北区中里２丁目,35.7390587,139.7499827, 滝野川警察署 中里交番,35.7364826,139.7517376
窃盗,自動販売機ねらい,滝野川,谷戸駐在所,131172,東京都,北区,西ケ原３丁目,2022-09-17,10,道路上,その他,あり,北区西ケ原３丁目,35.744546,139.740296, 滝野川警察署 谷戸駐在所,35.7439738,139.7389073
窃盗,自動販売機ねらい,板橋,中板橋交番,131199,東京都,板橋区,双葉町,2022-05-06,10,その他,その他,あり,板橋区双葉町,35.757975,139.698913, 板橋警察署 中板橋交番,35.755783,139.695797
窃盗,自動販売機ねらい,志村,蓮根交番,131199,東京都,板橋区,相生町,2022-01-18,22,その他,その他,あり,板橋区相生町,35.7771571,139.6797394, 志村警察署 蓮根交番,35.7803525,139.6763857
窃盗,自動販売機ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉５丁目,2022-01-29,21,その他,その他,あり,練馬区南大泉５丁目,35.750395,139.574416, 石神井警察署 南大泉交番,35.7441646,139.5725476
窃盗,自動販売機ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町２丁目,2022-01-27,15,その他,その他,あり,練馬区大泉学園町２丁目,35.7579,139.584602, 石神井警察署 大泉学園交番,35.7679361,139.587336
窃盗,自動販売機ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町２丁目,2022-01-28,11,その他,その他,あり,練馬区大泉学園町２丁目,35.7579,139.584602, 石神井警察署 大泉学園交番,35.7679361,139.587336
窃盗,自動販売機ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町２丁目,2022-01-29,22,その他,その他,あり,練馬区大泉学園町２丁目,35.7579,139.584602, 石神井警察署 大泉学園交番,35.7679361,139.587336
窃盗,自動販売機ねらい,石神井,東大泉駐在所,131202,東京都,練馬区,東大泉２丁目,2022-08-12,10,道路上,その他,あり,練馬区東大泉２丁目,35.7527705,139.5951352, 石神井警察署 東大泉駐在所,35.7508042,139.5934076
窃盗,自動販売機ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町３丁目,2021-10-29,9,道路上,その他,あり,板橋区赤塚新町３丁目,35.7709715,139.6371411, 高島平警察署 下赤塚交番,35.7706482,139.6456964
窃盗,自動販売機ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸４丁目,2022-04-05,13,駐車（輪）場,駐車（輪）場,あり,板橋区徳丸４丁目,35.7725797,139.6534557, 高島平警察署 北野交番,35.7690973,139.6617344
窃盗,自動販売機ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸４丁目,2022-04-17,1,駐車（輪）場,駐車（輪）場,あり,板橋区徳丸４丁目,35.7725797,139.6534557, 高島平警察署 北野交番,35.7690973,139.6617344
窃盗,自動販売機ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2021-11-03,9,道路上,その他,あり,板橋区高島平２丁目,35.7852516,139.6627054, 高島平警察署 高島平駅前交番,35.7884192,139.660177
窃盗,自動販売機ねらい,下谷,三ノ輪交番,131067,東京都,台東区,竜泉２丁目,2022-04-01,20,その他,その他,あり,台東区竜泉２丁目,35.7265573,139.7901611, 下谷警察署 三ノ輪交番,,
窃盗,自動販売機ねらい,浅草,日本堤交番,131067,東京都,台東区,清川２丁目,2022-05-21,16,道路上,その他,あり,台東区清川２丁目,35.7276558,139.8029673, 浅草警察署 日本堤交番,35.7274185,139.8000153
窃盗,自動販売機ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,三筋２丁目,2021-11-15,9,その他,その他,あり,台東区三筋２丁目,35.7054899,139.7867239, 蔵前警察署 小島二丁目交番,35.70658655,139.78487540368633
窃盗,自動販売機ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,三筋２丁目,2022-12-21,4,駐車（輪）場,駐車（輪）場,あり,台東区三筋２丁目,35.7054899,139.7867239, 蔵前警察署 小島二丁目交番,35.70658655,139.78487540368633
窃盗,自動販売機ねらい,蔵前,田原町交番,131067,東京都,台東区,西浅草１丁目,2022-08-25,8,道路上,その他,あり,台東区西浅草１丁目,35.7109331,139.7905185, 蔵前警察署 田原町交番,35.7105111,139.7884119
窃盗,自動販売機ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,寿３丁目,2022-11-01,0,駐車（輪）場,駐車（輪）場,あり,台東区寿３丁目,35.706948,139.7924383, 蔵前警察署 蔵前二丁目交番,35.7046217,139.794184
窃盗,自動販売機ねらい,南千住,南千住駅東口交番,131181,東京都,荒川区,南千住５丁目,2022-06-15,10,その他,その他,あり,荒川区南千住５丁目,35.733617,139.795661, 南千住警察署 南千住駅東口交番,35.732836,139.799921
窃盗,自動販売機ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,荒川１丁目,2022-05-11,19,道路上,その他,あり,荒川区荒川１丁目,35.73476,139.786842, 荒川警察署 三河島駅前交番,,
窃盗,自動販売機ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,荒川３丁目,2022-04-12,22,駐車（輪）場,駐車（輪）場,あり,荒川区荒川３丁目,35.734245,139.781115, 荒川警察署 三河島駅前交番,,
窃盗,自動販売機ねらい,西新井,島根交番,131211,東京都,足立区,六月１丁目,2022-05-16,17,道路上,その他,あり,足立区六月１丁目,35.7874499,139.8009969, 西新井警察署 島根交番,35.7820463,139.7978116
窃盗,自動販売機ねらい,西新井,梅田一丁目交番,131211,東京都,足立区,梅田１丁目,2022-07-28,11,道路上,その他,あり,足立区梅田１丁目,35.7635991,139.8008055, 西新井警察署 梅田一丁目交番,35.763422,139.80356
窃盗,自動販売機ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田４丁目,2022-06-18,10,道路上,その他,あり,足立区大谷田４丁目,35.7797772,139.838233, 綾瀬警察署 大谷田交番,35.7761331,139.8434775
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷６丁目,2022-09-09,15,その他,その他,あり,足立区入谷６丁目,35.799585,139.7645795, 竹の塚警察署 入谷町交番,35.8021727,139.761817
窃盗,自動販売機ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷６丁目,2022-10-28,16,その他,その他,なし,足立区入谷６丁目,35.799585,139.7645795, 竹の塚警察署 入谷町交番,35.8021727,139.761817
窃盗,自動販売機ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸７丁目,2022-01-17,20,その他,その他,あり,江東区亀戸７丁目,35.696879,139.836644, 城東警察署 亀戸交番,35.6971705,139.8405464
窃盗,自動販売機ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸８丁目,2022-01-17,17,その他,その他,あり,江東区亀戸８丁目,35.700503,139.834839, 城東警察署 亀戸交番,35.6971705,139.8405464
窃盗,自動販売機ねらい,城東,大島交番,131083,東京都,江東区,大島６丁目,2021-11-03,9,その他,その他,あり,江東区大島６丁目,35.691935,139.834633, 城東警察署 大島交番,35.6898146,139.8337996
窃盗,自動販売機ねらい,本所,押上駅前交番,131075,東京都,墨田区,業平４丁目,2022-01-22,10,道路上,その他,あり,墨田区業平４丁目,35.707574,139.814938, 本所警察署 押上駅前交番,,
窃盗,自動販売機ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋２丁目,2021-12-30,16,駐車（輪）場,駐車（輪）場,あり,墨田区江東橋２丁目,35.694833,139.812102, 本所警察署 錦糸町駅南口交番,35.69598725,139.81479650833177
窃盗,自動販売機ねらい,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022-10-02,7,道路上,その他,あり,墨田区八広６丁目,35.727513,139.829793, 向島警察署 四ツ木橋交番,35.7287531,139.8253921
窃盗,自動販売機ねらい,向島,曳舟交番,131075,東京都,墨田区,東向島１丁目,2022-04-05,10,その他,その他,あり,墨田区東向島１丁目,35.720983,139.813857, 向島警察署 曳舟交番,35.717597,139.817067
窃盗,自動販売機ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,西水元６丁目,2022-09-25,23,道路上,その他,なし,葛飾区西水元６丁目,35.7898994,139.8551227, 亀有警察署 葛三橋交番,35.7932862,139.85977
窃盗,自動販売機ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,水元２丁目,2022-04-12,18,道路上,その他,なし,葛飾区水元２丁目,35.785872,139.8580182, 亀有警察署 葛三橋交番,35.7932862,139.85977
窃盗,自動販売機ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩２丁目,2022-05-27,12,道路上,その他,あり,葛飾区新小岩２丁目,35.715976,139.862179, 葛飾警察署 新小岩駅前交番,35.71658205,139.85864229144255
窃盗,自動販売機ねらい,小松川,京葉通交番,131237,東京都,江戸川区,一之江１丁目,2022-07-24,12,その他,その他,あり,江戸川区一之江１丁目,35.699968,139.883477, 小松川警察署 京葉通交番,35.70321,139.873895
窃盗,自動販売機ねらい,小松川,京葉通交番,131237,東京都,江戸川区,松江１丁目,2022-03-30,14,道路上,その他,あり,江戸川区松江１丁目,35.7001,139.869567, 小松川警察署 京葉通交番,35.70321,139.873895
窃盗,自動販売機ねらい,小松川,京葉通交番,131237,東京都,江戸川区,松江２丁目,2022-03-02,16,道路上,その他,あり,江戸川区松江２丁目,35.699409,139.8733519, 小松川警察署 京葉通交番,35.70321,139.873895
窃盗,自動販売機ねらい,小松川,京葉通交番,131237,東京都,江戸川区,大杉１丁目,2022-03-30,15,道路上,その他,あり,江戸川区大杉１丁目,35.7059117,139.8764094, 小松川警察署 京葉通交番,35.70321,139.873895
窃盗,自動販売機ねらい,小松川,京葉通交番,131237,東京都,江戸川区,大杉４丁目,2022-02-14,1,道路上,その他,あり,江戸川区大杉４丁目,35.710356,139.881378, 小松川警察署 京葉通交番,35.70321,139.873895
窃盗,自動販売機ねらい,小松川,今井交番,131237,東京都,江戸川区,一之江３丁目,2022-01-13,1,道路上,その他,あり,江戸川区一之江３丁目,35.6887406,139.8845692, 小松川警察署 今井交番,35.6839121,139.8869888
窃盗,自動販売機ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,大杉４丁目,2022-08-31,3,その他,その他,あり,江戸川区大杉４丁目,35.710356,139.881378, 小松川警察署 八蔵橋交番,35.7082979,139.867753
窃盗,自動販売機ねらい,小松川,松江交番,131237,東京都,江戸川区,西小松川町,2022-03-04,16,道路上,その他,あり,江戸川区西小松川町,35.6984235,139.8620204, 小松川警察署 松江交番,35.6970122,139.8699934
窃盗,自動販売機ねらい,小松川,椿町駐在所,131237,東京都,江戸川区,春江町２丁目,2022-03-12,1,道路上,その他,あり,江戸川区春江町２丁目,35.699917,139.888895, 小松川警察署 椿町駐在所,35.698842,139.8903386
窃盗,自動販売機ねらい,小松川,瑞江駅前交番,131237,東京都,江戸川区,東瑞江３丁目,2022-01-11,12,道路上,その他,あり,江戸川区東瑞江３丁目,35.6901667,139.8954109, 小松川警察署 瑞江駅前交番,35.6927063,139.8977697368361
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,新堀１丁目,2022-03-13,8,道路上,その他,あり,江戸川区新堀１丁目,35.704745,139.8868751, 小松川警察署 篠崎駅前交番,35.7056975,139.9042265
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,新堀２丁目,2022-02-17,10,道路上,その他,あり,江戸川区新堀２丁目,35.7042799,139.8915078, 小松川警察署 篠崎駅前交番,35.7056975,139.9042265
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,瑞江１丁目,2022-03-11,15,その他,その他,あり,江戸川区瑞江１丁目,35.6993262,139.8954854, 小松川警察署 篠崎駅前交番,35.7056975,139.9042265
窃盗,自動販売機ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,瑞江３丁目,2022-03-07,11,道路上,その他,あり,江戸川区瑞江３丁目,35.696022,139.893207, 小松川警察署 篠崎駅前交番,35.7056975,139.9042265
窃盗,自動販売機ねらい,小岩,一里塚交番,131237,東京都,江戸川区,東小岩５丁目,2022-03-23,11,駐車（輪）場,駐車（輪）場,あり,江戸川区東小岩５丁目,35.7315171,139.888347, 小岩警察署 一里塚交番,35.7321105,139.8909224
窃盗,自動販売機ねらい,小岩,一里塚交番,131237,東京都,江戸川区,東小岩５丁目,2022-04-05,1,その他,その他,あり,江戸川区東小岩５丁目,35.7315171,139.888347, 小岩警察署 一里塚交番,35.7321105,139.8909224
窃盗,自動販売機ねらい,小岩,上篠崎駐在所,131237,東京都,江戸川区,篠崎町１丁目,2022-01-19,14,道路上,その他,あり,江戸川区篠崎町１丁目,35.7100027,139.9084377, 小岩警察署 上篠崎駐在所,35.714155,139.902142
窃盗,自動販売機ねらい,小岩,上篠崎駐在所,131237,東京都,江戸川区,上篠崎２丁目,2022-02-10,11,道路上,その他,あり,江戸川区上篠崎２丁目,35.7116849,139.9052352, 小岩警察署 上篠崎駐在所,35.714155,139.902142
窃盗,自動販売機ねらい,小岩,上篠崎駐在所,131237,東京都,江戸川区,上篠崎２丁目,2022-03-30,13,道路上,その他,あり,江戸川区上篠崎２丁目,35.7116849,139.9052352, 小岩警察署 上篠崎駐在所,35.714155,139.902142
窃盗,自動販売機ねらい,小岩,小岩駅前交番,131237,東京都,江戸川区,南小岩６丁目,2022-09-08,12,その他,その他,あり,江戸川区南小岩６丁目,35.729527,139.878707, 小岩警察署 小岩駅前交番,35.7330816,139.8819066
窃盗,自動販売機ねらい,小岩,西小岩交番,131237,東京都,江戸川区,上篠崎２丁目,2022-03-25,13,駐車（輪）場,駐車（輪）場,あり,江戸川区上篠崎２丁目,35.7116849,139.9052352, 小岩警察署 西小岩交番,35.7318118,139.8753759
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨２丁目,2022-02-14,1,駐車（輪）場,駐車（輪）場,あり,江戸川区鹿骨２丁目,35.7071043,139.8933177, 小岩警察署 鹿骨交番,35.710294,139.88931
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,鹿骨２丁目,2022-04-25,7,駐車（輪）場,駐車（輪）場,あり,江戸川区鹿骨２丁目,35.7071043,139.8933177, 小岩警察署 鹿骨交番,35.710294,139.88931
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,篠崎町１丁目,2022-03-29,17,駐車（輪）場,駐車（輪）場,あり,江戸川区篠崎町１丁目,35.7100027,139.9084377, 小岩警察署 鹿骨交番,35.710294,139.88931
